3,4,0.64835,0
3,2,0.80107,1
3,1,0.83103,0
2,5,0.61923,1
3,3,0.91041,0
2,0,1,0
3,1,0.82817,0
2,4,0.66598,1
2,4,0.84351,1
2,4,0.77036,1
2,3,0.94875,0
1,1,0.94756,0
3,0,1,0
3,4,0.52428,1
3,1,0.94181,0
3,0,1,0
1,3,0.78619,1
3,4,0.70061,0
3,1,0.91691,0
4,4,0.6802,0
3,2,0.94442,1
1,5,0.52886,1
2,5,0.66428,1
2,4,0.77261,0
3,4,0.88226,0
3,2,0.88951,0
2,5,0.69713,0
4,2,0.9309,0
3,5,0.74841,0
1,5,0.6595,0
3,0,1,0
2,2,0.81172,0
4,1,0.99665,0
2,5,0.74559,1
1,5,0.76109,0
3,1,0.89399,0
3,4,0.76572,0
2,4,0.91051,1
1,5,0.56294,1
2,4,0.85182,0
3,3,0.624,0
1,5,0.63802,1
2,3,0.77071,1
3,5,0.56996,0
2,5,0.62685,0
3,3,0.74753,0
1,0,1,0
2,2,0.9749,0
2,4,0.4877,1
3,3,0.57174,1
4,0,1,0
1,2,0.92071,0
1,0,1,0
2,1,0.92497,0
2,0,1,1
3,5,0.79651,0
2,5,0.81618,0
3,4,0.60785,1
2,4,0.90629,0
3,4,0.67497,0
4,4,0.79815,1
2,5,0.48535,1
2,3,0.8781,0
1,0,1,0
3,3,0.85351,0
3,5,0.58835,0
2,2,0.88065,1
4,2,0.93489,0
0,0,1,0
4,2,0.7262,1
2,2,0.78045,0
2,1,0.97998,0
4,4,0.62929,1
1,4,0.60881,1
3,0,1,0
2,5,0.54825,1
4,2,0.95532,0
3,5,0.58518,1
3,4,0.79916,0
3,3,0.86606,0
1,5,0.68073,1
1,3,0.55815,1
3,0,1,0
3,1,0.90872,0
2,1,0.96918,0
2,0,1,0
3,4,0.70771,1
2,4,0.6129,1
2,3,0.71325,1
2,4,0.65184,1
2,4,0.85137,0
3,5,0.70478,0
4,5,0.5235,1
2,4,0.68969,1
2,5,0.83246,1
3,3,0.741,0
4,1,0.87063,0
3,3,0.65169,1
3,5,0.68872,1
3,4,0.79421,1
3,2,0.77444,1
3,1,0.98802,0
4,5,0.48615,1
1,5,0.57052,1
3,5,0.58344,0
3,5,0.82419,1
4,1,0.93202,0
1,0,1,0
1,4,0.52608,0
3,2,0.96091,0
3,4,0.71091,1
3,5,0.66193,0
2,2,0.96477,1
2,5,0.53508,1
3,3,0.55772,1
2,3,0.44582,1
2,2,0.86186,0
4,4,0.57415,1
3,5,0.67165,1
3,4,0.75476,0
2,1,0.74024,0
1,0,1,0
3,1,0.98391,0
2,1,0.98318,0
2,3,0.89697,0
1,2,0.76343,1
1,0,1,0
3,4,0.69971,0
2,3,0.73718,1
1,4,0.58889,1
3,3,0.70659,1
3,5,0.56426,1
2,4,0.83228,0
1,4,0.76172,1
4,3,0.85233,0
4,4,0.52578,0
1,0,1,1
2,2,0.64023,0
4,1,0.74729,0
2,5,0.58815,1
2,4,0.59639,1
4,3,0.91435,0
3,2,0.76344,1
2,4,0.75487,1
3,3,0.88894,0
4,4,0.71837,1
3,4,0.6676,1
2,4,0.53466,1
3,0,1,0
3,3,0.80943,0
3,4,0.56205,1
3,0,1,0
3,4,0.73272,1
4,5,0.4244,1
3,4,0.61942,1
3,0,1,1
3,2,0.988,1
2,5,0.64858,1
4,2,0.86424,0
3,2,0.56581,1
4,1,0.95446,1
3,3,0.22332,0
4,5,0.62966,1
3,2,0.98901,0
2,3,0.85387,1
2,5,0.54596,0
2,4,0.87577,1
3,1,0.95946,0
2,0,1,0
3,5,0.67333,1
1,3,0.77425,1
2,1,0.80392,1
4,4,0.38055,0
3,2,0.9455,0
3,5,0.51058,1
3,2,0.80216,1
3,3,0.76237,1
1,1,0.93711,1
1,5,0.57455,1
2,0,1,0
3,2,0.69926,1
2,2,0.73083,0
2,5,0.70303,1
2,5,0.40911,1
3,3,0.7875,0
3,0,1,0
3,4,0.64711,1
3,2,0.86098,0
2,5,0.76343,0
2,5,0.52898,1
3,5,0.59344,1
3,0,1,0
3,3,0.61405,1
3,5,0.56463,1
3,3,0.92538,1
2,0,1,0
3,5,0.82716,0
3,1,0.94085,0
2,5,0.43923,1
1,0,1,0
2,4,0.76847,1
3,1,0.74797,1
4,1,0.98285,0
2,5,0.76802,0
2,5,0.69842,1
2,4,0.68777,1
4,4,0.63623,1
1,4,0.64884,1
2,5,0.71403,1
1,4,0.68484,0
2,4,0.73393,1
2,5,0.73521,1
3,4,0.7872,0
1,4,0.5182,1
4,5,0.76228,0
2,2,0.82047,1
3,5,0.44211,1
2,4,0.82164,0
3,2,0.92541,0
2,4,0.70128,0
2,5,0.76236,0
4,2,0.8365,1
3,4,0.75328,0
3,3,0.89884,0
3,4,0.76297,0
2,5,0.48978,1
2,4,0.49824,1
3,5,0.21772,1
3,0,1,0
4,3,0.67484,0
3,0,1,0
3,2,0.83753,0
1,4,0.65045,1
2,5,0.67851,1
2,4,0.68983,1
2,1,0.87713,0
2,4,0.53486,1
1,3,0.70652,0
2,4,0.52867,1
2,0,1,0
2,5,0.73322,0
2,3,0.62841,1
2,3,0.62982,1
1,4,0.73483,0
4,4,0.3517,1
3,0,1,0
4,4,0.72675,1
4,1,0.96359,0
2,0,1,0
3,5,0.71261,1
2,1,0.99876,0
2,0,1,0
3,5,0.56315,1
2,5,0.67592,0
1,1,0.92527,0
4,4,0.87798,1
4,5,0.70636,1
4,0,1,0
2,4,0.92928,0
3,4,0.57334,1
3,1,0.96342,1
4,5,0.73317,1
3,1,0.97555,1
3,0,1,0
4,4,0.75037,0
1,5,0.69567,0
1,4,0.56945,1
3,5,0.7628,0
2,0,1,0
1,1,0.86143,1
3,0,1,1
3,0,1,0
4,1,0.92953,0
3,5,0.78216,0
2,4,0.91171,0
2,0,1,0
4,3,0.57539,1
4,3,0.77899,1
3,4,0.69881,0
2,0,1,0
3,5,0.65721,1
4,4,0.89269,0
2,5,0.59399,0
3,3,0.84803,0
3,3,0.64194,1
1,5,0.49038,1
2,5,0.69361,0
1,4,0.5757,1
2,5,0.75134,1
2,5,0.59189,1
3,5,0.58548,1
2,0,1,0
3,3,0.63881,1
1,4,0.71158,1
2,5,0.58452,1
3,4,0.87822,0
4,3,0.50269,1
3,3,0.46815,0
3,0,1,0
3,1,0.97512,0
2,4,0.7571,0
2,0,1,0
1,1,0.96738,0
4,0,1,0
2,4,0.57534,1
3,1,0.85348,1
2,5,0.59749,1
3,1,0.97939,0
4,5,0.51124,1
3,5,0.42582,1
4,2,0.78831,0
2,5,0.5439,1
3,1,0.96632,0
2,5,0.52652,1
2,3,0.63567,0
3,1,0.89854,1
3,4,0.64626,1
3,5,0.70532,1
4,5,0.59118,1
2,2,0.64034,0
2,5,0.72493,1
3,0,1,0
3,0,1,0
3,3,0.71767,1
2,4,0.76176,0
2,4,0.70365,1
2,0,1,0
1,0,1,0
4,0,1,0
3,0,1,0
3,1,0.97732,0
1,4,0.56879,1
2,0,1,0
3,5,0.77085,0
3,3,0.8014,1
3,4,0.63106,1
2,2,0.77394,1
3,3,0.8084,0
2,5,0.53207,1
3,2,0.95798,0
3,4,0.46574,1
2,2,0.6235,0
1,5,0.6042,1
2,5,0.52069,1
3,5,0.4567,0
4,5,0.16833,1
3,5,0.66909,1
4,5,0.80437,0
2,4,0.61913,1
2,5,0.62188,1
2,3,0.66741,1
2,4,0.70544,0
3,3,0.77125,0
3,5,0.75331,0
3,0,1,0
3,4,0.68829,1
2,0,1,0
3,2,0.63092,0
4,1,0.98436,0
1,1,0.94189,1
1,3,0.70912,1
1,1,0.87271,0
2,2,0.74938,1
2,5,0.53238,1
3,2,0.87758,1
4,2,0.96287,0
3,4,0.62284,1
2,3,0.74149,1
1,5,0.50153,1
3,4,0.18913,0
3,4,0.79172,1
4,2,0.87015,0
1,0,1,0
3,3,0.71647,0
2,2,0.77741,1
2,4,0.70388,1
4,4,0.91421,0
3,1,0.82932,0
3,2,0.96991,0
3,4,0.85214,0
3,2,0.83614,0
1,3,0.51627,1
3,3,0.82351,0
3,2,0.24216,0
2,5,0.55985,0
3,5,0.4043,1
3,3,0.65856,0
4,5,0.65018,1
3,4,0.78124,1
4,3,0.72237,1
4,3,0.90444,0
2,5,0.6199,1
4,4,0.65822,1
2,3,0.80781,0
3,3,0.81902,1
4,5,0.70375,0
3,0,1,0
2,5,0.70207,1
4,2,0.97477,0
2,5,0.46783,1
3,4,0.67905,0
4,1,0.73205,0
1,5,0.65569,1
4,4,0.8427,0
3,5,0.58576,1
1,5,0.73369,0
3,4,0.62264,1
1,5,0.65289,1
2,4,0.57466,1
1,1,0.76004,0
4,1,0.81971,0
3,4,0.81632,0
3,4,0.6524,1
2,5,0.34979,1
3,2,0.92994,0
3,4,0.52661,1
3,4,0.64171,1
3,4,0.84338,1
2,1,0.97079,0
1,4,0.55385,0
1,0,1,1
1,2,0.7027,1
3,4,0.48051,1
1,4,0.84765,0
2,4,0.54018,0
1,3,0.84696,0
3,5,0.65241,1
3,3,0.84616,0
1,5,0.52599,1
3,5,0.6329,1
4,5,0.43243,1
3,5,0.62801,0
4,5,0.53645,1
2,4,0.60084,1
3,0,1,1
2,5,0.74372,1
1,0,1,0
3,1,0.97062,0
2,4,0.72519,1
2,2,0.70064,0
3,2,0.74906,1
2,5,0.5256,1
4,5,0.60808,1
3,4,0.59098,1
2,5,0.83943,1
3,5,0.64836,1
1,4,0.72051,1
3,5,0.64922,1
2,2,0.69547,1
3,4,0.71818,1
3,2,0.74885,0
4,5,0.76372,1
3,1,0.67184,0
2,5,0.44802,1
3,5,0.79353,0
4,3,0.74921,0
3,5,0.51661,1
4,2,0.79352,0
3,5,0.56275,1
3,5,0.50848,1
3,2,0.79613,0
4,3,0.8723,0
4,4,0.86475,0
4,4,0.90798,0
2,5,0.81096,1
3,5,0.41254,1
4,4,0.3247,1
2,4,0.70534,1
2,1,0.7031,0
3,3,0.85535,0
3,2,0.77844,1
3,2,0.96221,0
4,4,0.77909,0
2,4,0.74258,1
4,1,0.90175,0
3,2,0.94329,0
3,1,0.78771,1
3,1,0.99003,0
3,3,0.75418,0
3,3,0.84232,1
1,3,0.54794,0
3,5,0.43565,1
3,1,0.97295,0
2,0,1,0
3,2,0.94642,0
4,3,0.40673,1
3,5,0.56751,1
3,2,0.89057,1
2,4,0.5071,1
2,5,0.83506,0
4,3,0.89377,0
2,5,0.54699,1
2,4,0.66234,0
2,1,0.96234,0
4,5,0.38863,1
3,2,0.88508,1
2,5,0.72108,1
3,1,0.93772,0
2,2,0.93273,0
3,5,0.80038,0
1,0,1,0
3,3,0.5668,1
3,4,0.84671,0
3,5,0.42485,1
3,1,0.85552,1
3,3,0.95231,0
2,0,1,0
3,5,0.36938,1
2,5,0.71283,0
4,5,0.66757,1
3,5,0.83877,0
3,1,0.8142,1
1,5,0.78543,0
2,4,0.59384,0
2,5,0.73766,1
3,2,0.85386,0
1,5,0.49853,0
4,2,0.84814,0
2,5,0.76613,0
3,4,0.69409,1
4,3,0.85045,1
2,5,0.47575,0
2,3,0.61146,0
4,2,0.92017,0
3,4,0.57299,1
3,4,0.4844,0
3,3,0.71556,0
1,0,1,0
3,2,0.95027,0
3,1,0.86429,1
2,5,0.49679,1
3,3,0.78614,0
3,5,0.73556,1
3,2,0.86071,0
3,5,0.70719,0
2,1,0.93937,0
3,2,0.68546,1
2,5,0.63009,0
4,3,0.81018,1
4,1,0.81937,1
2,0,1,0
4,5,0.71046,0
3,2,0.95057,0
3,3,0.65832,1
2,5,0.58736,1
2,4,0.75447,1
2,1,0.9721,1
1,5,0.46246,1
1,0,1,0
3,1,0.93324,0
1,4,0.60121,1
4,4,0.81729,1
2,4,0.61749,0
4,2,0.70029,1
3,0,1,0
4,5,0.65884,1
2,5,0.66177,0
2,5,0.40808,1
4,3,0.89915,0
1,5,0.3817,1
3,0,1,0
2,0,1,0
3,5,0.78871,0
2,5,0.41889,1
1,3,0.74154,1
3,4,0.64371,1
2,2,0.88533,1
4,2,0.8052,0
3,4,0.89313,0
3,5,0.67155,1
3,2,0.84955,0
1,5,0.70709,0
3,5,0.71469,1
4,1,0.9923,0
2,3,0.53839,1
3,5,0.78446,0
3,1,0.90358,0
2,4,0.82374,0
3,1,0.93423,0
3,5,0.38818,1
3,5,0.71497,1
4,1,0.8931,0
3,0,1,0
3,2,0.80449,0
3,4,0.41085,1
2,1,0.98429,1
3,4,0.73191,0
3,4,0.44783,1
3,4,0.82997,0
2,5,0.76991,0
3,2,0.75535,1
3,5,0.59411,1
2,1,0.99393,0
4,4,0.77581,1
2,2,0.90055,1
3,5,0.55454,1
3,5,0.49201,1
1,4,0.70838,1
3,5,0.57414,1
4,4,0.67722,1
4,4,0.81857,0
1,2,0.74876,1
3,5,0.58646,1
2,0,1,1
1,3,0.76835,1
1,5,0.76394,0
3,1,0.9377,0
1,2,0.83401,0
3,2,0.71422,1
2,0,1,0
3,2,0.90528,1
3,3,0.82424,0
4,1,0.61041,0
3,4,0.27043,1
3,1,0.55068,0
1,5,0.7337,1
3,5,0.63809,0
4,4,0.72264,0
4,2,0.79637,0
3,5,0.62352,1
3,2,0.67836,0
2,1,0.80425,0
2,1,0.83664,0
1,2,0.70562,1
2,1,0.82661,1
3,4,0.82284,0
2,1,0.91778,0
3,0,1,0
4,5,0.67712,1
3,5,0.56118,1
2,0,1,0
3,3,0.95859,1
3,2,0.74408,0
3,5,0.39746,1
2,4,0.6207,1
3,5,0.68957,0
2,5,0.62495,1
3,3,0.83257,0
2,4,0.82703,1
1,2,0.8788,1
3,5,0.68021,1
3,3,0.68032,1
4,4,0.7008,0
2,3,0.69285,1
2,5,0.72104,1
3,2,0.92756,0
1,1,0.95223,0
2,2,0.91346,0
2,5,0.61727,0
3,5,0.79818,1
2,5,0.83165,0
4,0,1,0
3,2,0.81759,0
3,3,0.85746,0
3,0,1,0
3,4,0.66571,1
3,4,0.6795,0
3,1,0.91106,1
4,4,0.75078,0
2,1,0.73029,0
2,5,0.73852,0
2,4,0.74221,1
1,4,0.65384,1
1,1,0.87477,1
2,2,0.70507,1
2,5,0.72633,0
3,5,0.4277,1
3,5,0.55252,1
3,1,0.81159,0
3,4,0.79119,0
4,3,0.81579,0
4,4,0.73652,0
3,0,1,0
3,2,0.72826,1
3,3,0.70669,1
1,0,1,0
2,3,0.8344,0
3,0,1,0
3,5,0.65182,1
3,1,0.92806,0
3,5,0.74862,1
3,1,0.88034,0
3,5,0.53989,1
4,4,0.74883,0
2,3,0.43331,1
2,3,0.44897,1
3,1,0.86321,1
2,5,0.14767,1
3,4,0.59998,0
2,4,0.52008,1
3,5,0.59485,1
2,0,1,0
3,4,0.41016,1
3,1,0.87089,0
1,2,0.64588,1
2,4,0.81326,0
2,5,0.50847,1
3,5,0.54438,1
2,2,0.48393,1
2,4,0.61248,1
2,4,0.59619,1
2,5,0.70456,1
3,2,0.77869,0
3,5,0.69289,1
2,2,0.94607,0
3,5,0.70231,1
2,5,0.32803,1
2,3,0.58783,1
2,5,0.73377,1
4,2,0.82675,1
3,3,0.76251,0
3,5,0.81723,0
4,3,0.88755,0
3,2,0.80314,0
4,0,1,0
3,5,0.63305,1
2,5,0.83271,1
2,2,0.72103,0
3,1,0.90746,0
3,1,0.95876,0
2,0,1,0
3,5,0.58941,0
4,4,0.79774,0
3,4,0.7057,1
3,4,0.82022,0
3,4,0.72079,0
4,0,1,0
2,3,0.91402,0
2,2,0.91978,0
3,4,0.70373,1
1,5,0.13504,1
1,5,0.72575,0
2,3,0.55553,1
4,4,0.80505,1
4,1,0.95621,0
3,5,0.60508,1
3,3,0.49457,0
3,0,1,0
4,5,0.73721,0
1,4,0.57058,1
3,3,0.53334,1
2,1,0.85214,0
3,1,0.86961,0
4,5,0.60676,1
3,5,0.56525,1
3,4,0.78676,1
2,5,0.57727,1
2,2,0.49992,1
2,0,1,0
1,5,0.61435,1
3,2,0.92286,0
3,5,0.59117,1
1,3,0.77901,1
2,3,0.86605,0
3,5,0.65331,1
2,3,0.70225,0
2,1,0.97147,0
2,5,0.70334,1
1,5,0.50341,1
3,5,0.78525,0
4,5,0.70465,1
1,0,1,0
3,2,0.82758,1
3,2,0.99173,0
3,3,0.70428,1
3,4,0.83007,0
3,0,1,0
4,5,0.55841,1
3,5,0.5616,1
4,2,0.95461,0
3,3,0.73816,0
3,3,0.87338,0
2,3,0.81199,0
2,2,0.85617,0
4,0,1,0
3,0,1,0
3,1,0.83059,0
3,5,0.53171,0
3,1,0.91327,0
2,5,0.66685,1
3,2,0.92164,0
3,4,0.53641,1
1,5,0.75445,0
1,5,0.70684,0
3,5,0.60422,1
1,4,0.67243,0
3,0,1,0
2,4,0.81526,0
3,4,0.82522,0
3,1,0.81695,0
3,1,0.8933,0
3,0,1,0
1,4,0.57314,1
4,5,0.55641,1
2,2,0.68967,1
1,2,0.59532,1
1,3,0.76417,1
2,0,1,0
2,3,0.78011,1
3,0,1,0
3,1,0.24917,0
2,1,0.81336,1
1,2,0.95115,0
2,3,0.86051,0
4,4,0.76182,0
2,1,0.694,1
2,5,0.54545,1
3,0,1,0
2,1,0.95982,1
2,4,0.68896,0
4,2,0.67785,1
2,5,0.26665,0
3,5,0.5489,1
4,2,0.83764,1
1,4,0.48966,1
4,1,0.93526,0
4,3,0.84183,0
2,3,0.64898,1
3,4,0.303,1
2,5,0.50592,1
2,3,0.87192,1
1,4,0.34596,1
2,4,0.70854,0
2,0,1,0
4,3,0.69473,1
3,5,0.8001,0
2,5,0.7255,1
3,4,0.60314,1
2,5,0.78781,0
1,5,0.60614,1
1,0,1,0
3,5,0.53254,1
2,1,0.99426,0
3,4,0.73324,1
2,5,0.56657,1
4,1,0.99756,0
3,3,0.47495,1
3,5,0.5705,1
3,3,0.68853,1
1,0,1,0
3,3,0.73824,0
2,0,1,0
3,2,0.98278,0
4,2,0.88479,0
1,3,0.88653,0
2,5,0.57445,1
2,2,0.5597,1
3,1,0.93492,0
3,0,1,0
3,2,0.77748,1
3,1,0.95169,1
2,5,0.4891,1
2,2,0.59988,1
2,5,0.21077,1
3,4,0.87805,0
3,3,0.71606,0
2,5,0.80207,0
3,5,0.73761,0
3,3,0.79762,0
4,4,0.62016,1
3,4,0.78567,0
3,1,0.6141,1
2,2,0.94259,0
2,5,0.089214,0
4,1,0.78407,1
2,5,0.50076,1
4,2,0.91463,0
3,5,0.58478,1
3,2,0.69411,0
2,2,0.82744,1
2,4,0.6329,1
1,0,1,0
3,5,0.45334,1
3,0,1,0
1,4,0.87163,1
3,5,0.7347,1
3,4,0.76612,0
4,1,0.91557,1
2,5,0.61954,1
2,1,0.9511,0
4,3,0.81266,0
3,0,1,1
3,5,0.70716,0
3,4,0.7129,1
2,1,0.85588,1
2,3,0.60118,1
3,2,0.93877,0
3,1,0.96003,0
1,0,1,0
3,5,0.13229,0
2,3,0.68541,0
4,3,0.78857,1
3,1,0.977,0
3,5,0.52545,1
3,3,0.66127,1
4,2,0.86453,1
2,4,0.59699,1
3,3,0.50693,1
3,3,0.70475,1
3,5,0.47532,1
3,1,0.91782,1
3,1,0.98995,0
2,0,1,0
2,0,1,0
3,4,0.73077,1
2,5,0.37683,0
4,2,0.646,0
3,1,0.99344,0
4,1,0.96062,0
3,1,0.8831,1
3,4,0.73966,1
4,5,0.63642,1
2,3,0.90409,0
2,3,0.69974,1
3,0,1,1
3,0,1,0
3,0,1,0
1,5,0.82371,0
2,5,0.54602,1
4,5,0.39795,1
3,1,0.86759,0
3,3,0.69208,1
2,1,0.92297,0
2,3,0.64944,1
3,5,0.5662,1
4,5,0.79954,0
3,0,1,1
3,1,0.94186,1
3,3,0.93718,0
3,4,0.71679,1
1,4,0.5998,1
3,5,0.72444,0
3,5,0.76711,0
3,1,0.96928,1
3,5,0.72169,0
2,5,0.57241,0
2,5,0.45137,1
1,0,1,0
2,3,0.72264,0
3,3,0.80453,1
3,4,0.50806,1
3,4,0.69105,0
2,3,0.83135,1
2,5,0.67354,1
3,0,1,0
2,5,0.41448,1
3,2,0.82407,1
3,1,0.98114,0
3,3,0.63866,1
3,5,0.75252,0
4,2,0.90241,0
3,0,1,0
3,5,0.59639,1
4,1,0.60183,0
2,1,0.79238,0
3,4,0.63892,1
2,5,0.65519,1
3,4,0.70609,0
2,2,0.71031,1
2,2,0.89219,0
3,5,0.605,1
3,5,0.15755,1
2,0,1,0
1,5,0.64139,1
2,1,0.92577,1
3,4,0.82114,0
4,0,1,0
2,3,0.66924,1
4,4,0.73815,0
3,3,0.77913,0
3,0,1,0
3,5,0.58381,1
3,3,0.88781,0
2,5,0.63232,0
3,3,0.90508,0
2,5,0.48027,1
2,0,1,0
3,3,0.586,1
4,2,0.96905,1
2,5,0.80599,1
2,4,0.81368,0
3,1,0.91695,1
2,3,0.86918,0
3,4,0.87679,0
3,5,0.71726,0
3,5,0.79226,0
3,4,0.61193,1
4,1,0.9428,0
3,5,0.36896,1
3,5,0.56563,1
1,0,1,0
3,2,0.80197,1
2,5,0.66833,0
4,5,0.45122,1
3,5,0.62216,1
4,1,0.68499,1
3,2,0.61821,0
4,2,0.87132,1
3,2,0.73041,1
1,5,0.6977,1
3,5,0.30075,1
2,2,0.5876,0
